acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Location
589212,,Slight,3,1,22/10/2012,Monday,22,October,12,6,15,230,A,720,"Dual carriageway - 2 lanes",50,"Not at or within 20 metres of junction",unset,"\",,"Darkness: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",318440,670550,2582067,Segment,M.V.N.P.,366077,unset,EH144AJ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.9211,-3.30665"
590012,,Serious,1,5,22/10/2012,Monday,22,October,12,20,14,230,A,70,"Single carriageway - 2 lanes",60,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Raining (without high winds)",Dry,None,None,"No overtaking",313640,666080,561617,Segment,S.V.N.P.,366078,unset,EH147JF,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.8801,-3.382"
591612,,Slight,2,1,23/10/2012,Tuesday,23,October,12,15,50,230,A,701,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",327370,669120,530185,Junction,Cyclist,366079,unset,EH166JS,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.90968,-3.16341"
591712,,Slight,2,1,23/10/2012,Tuesday,23,October,12,19,45,230,A,900,"Dual carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit",Unknown,Dry,None,None,"No overtaking",325980,674220,12285707,Segment,Cyclist,366080,unset,EH13SJ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.95529,-3.18704"
594012,,Slight,1,1,24/10/2012,Wednesday,24,October,12,16,25,230,C,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",324710,674480,520491,Junction,Bus,366081,unset,EH36TP,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.95742,-3.20744"
594112,,Serious,1,1,24/10/2012,Wednesday,24,October,12,20,50,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",312620,674430,555144,Segment,Pedestrian,366082,unset,EH299BB,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95492,-3.401"
594212,,Slight,2,1,24/10/2012,Wednesday,24,October,12,17,39,230,C,,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",C,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",325510,671950,529450,Junction,Cyclist,366083,unset,EH91AG,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.93482,-3.19393"
594712,,Slight,1,1,20/09/2012,Thursday,20,September,12,15,35,230,A,1,"Dual carriageway - 2 lanes",50,Roundabout,"Give way sign or markings",A,1,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",331270,672420,530980,Junction,S.V.N.P.,357647,unset,EH153SA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.9399,-3.10188"
595612,,Slight,2,1,25/10/2012,Thursday,25,October,12,14,20,230,C,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",C,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326450,669590,533203,Junction,T.V.N.P.,366084,unset,EH166TQ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.91376,-3.17825"
596312,,Slight,1,1,25/10/2012,Thursday,25,October,12,16,42,230,A,1,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",329070,673290,523626,Junction,Pedestrian,366085,unset,EH87RR,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.9474,-3.13731"
597012,,Slight,2,4,26/10/2012,Friday,26,October,12,14,0,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",327480,671380,568090,Segment,T.V.N.P.,366086,unset,EH165DT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.93,-3.16226"
597812,,Serious,2,1,26/10/2012,Friday,26,October,12,19,50,230,A,90,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",324210,674140,555594,Segment,Cyclist,366087,unset,EH43AB,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95429,-3.21535"
597912,,Slight,2,1,26/10/2012,Friday,26,October,12,17,30,230,C,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",325230,674410,520533,Junction,Cyclist,366088,unset,EH36QG,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95688,-3.19909"
598012,,Slight,1,1,26/10/2012,Friday,26,October,12,7,0,230,C,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",320810,671000,564583,Segment,Pedestrian,366089,unset,EH142AQ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.92553,-3.26886"
598112,,Slight,3,1,23/10/2012,Tuesday,23,October,12,16,5,230,B,701,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting",Other,Dry,None,None,"No overtaking",319290,673090,551732,Segment,M.V.N.P.,366090,unset,EH128DS,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94406,-3.29381"
598812,,Slight,3,5,27/10/2012,Saturday,27,October,12,11,42,230,Unclassified,,"Single carriageway - 2 lanes",40,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",329980,674000,554057,Segment,M.V.N.P.,366091,unset,EH151DJ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.95391,-3.12293"
599012,,Slight,2,1,27/10/2012,Saturday,27,October,12,18,30,230,Unclassified,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Raining (without high winds)",Dry,None,None,"No overtaking",326230,676380,532555,Junction,T.V.N.P.,366092,unset,EH64EX,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.97472,-3.18363"
600712,,Slight,2,1,28/10/2012,Sunday,28,October,12,14,20,230,C,,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",A,70,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",323500,672270,521991,Junction,T.V.N.P.,366093,unset,EH112JP,"Control by other authorised person","Pedestrian phase at traffic signal junction","At scene","55.93738,-3.22619"
600812,,Serious,2,1,28/10/2012,Sunday,28,October,12,0,20,230,B,701,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",C,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",328290,668460,530308,Junction,T.V.N.P.,366094,unset,EH166QT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.90389,-3.14852"
601112,,Slight,2,1,28/10/2012,Sunday,28,October,12,8,0,230,C,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",328250,668490,562978,Segment,T.V.N.P.,366095,unset,EH166TZ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.90415,-3.14917"
601912,,Slight,3,1,29/10/2012,Monday,29,October,12,8,30,230,Unclassified,,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",322720,671550,522228,Junction,M.V.N.P.,366096,unset,EH141PB,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.93079,-3.23847"
603012,,Slight,2,1,29/10/2012,Monday,29,October,12,10,28,230,Unclassified,,"Dual carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326190,674620,2599256,Segment,Bus,366097,unset,EH74AB,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95891,-3.18379"
603212,,Serious,1,1,28/10/2012,Sunday,28,October,12,2,0,230,C,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Raining (without high winds)",Dry,None,None,"No overtaking",327280,670070,562936,Segment,Pedestrian,366098,unset,EH166HH,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.9182,-3.1651"
604112,,Slight,1,1,29/10/2012,Monday,29,October,12,17,30,230,Unclassified,,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",C,,"Darkness: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",325280,674310,520530,Junction,Pedestrian,366099,unset,EH21JX,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.95599,-3.19826"
604512,,Serious,2,1,29/10/2012,Monday,29,October,12,17,50,230,A,1,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",C,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",329190,673090,523614,Junction,Bus,366100,unset,EH151SU,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.94562,-3.13534"
604712,,Serious,2,1,29/10/2012,Monday,29,October,12,18,40,230,Unclassified,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",326140,670960,529858,Junction,Cyclist,366101,unset,EH93HZ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.92602,-3.18358"
605312,,Slight,3,1,30/10/2012,Tuesday,30,October,12,9,35,230,Unclassified,,"Single carriageway - 2 lanes",30,Roundabout,"Give way sign or markings",C,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",320980,670940,530932,Junction,Cyclist,366102,unset,EH142AP,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.92502,-3.26612"
606112,,Slight,4,1,30/10/2012,Tuesday,30,October,12,9,0,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",327310,671650,568117,Segment,M.V.N.P.,366103,unset,EH165DT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.9324,-3.16505"
606712,,Slight,2,1,30/10/2012,Tuesday,30,October,12,17,30,230,A,1140,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present but unlit","Raining (without high winds)",Dry,None,None,"No overtaking",328470,674150,554882,Segment,Cyclist,366104,unset,EH87EH,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere,"55.95503,-3.14715"
